debit_adjustment,probability_threshold,max_tokens,batch_size,precision,recall,f1,std_dev
0.3,0.5,500,75,1.0,0.46302898550724636,0.6272418528585512,0.09194789577791743
0.3,0.5,500,100,1.0,0.471,0.6378105378105378,0.05935176623236066
0.3,0.5,750,50,1.0,0.7077101449275364,0.8267497543107301,0.0491556999504657
0.3,0.5,750,75,1.0,0.7251014492753624,0.8342913784717527,0.08644245289443932
0.3,0.5,750,100,1.0,0.7414347826086957,0.8488357549049551,0.05555219380356025
0.3,0.5,1000,50,1.0,0.8582173913043478,0.9221234444692483,0.04023239199146895
0.3,0.5,1000,75,1.0,0.8498550724637681,0.9179220779220779,0.03083763970899029
0.3,0.5,1000,100,1.0,0.8665507246376812,0.9269719293177332,0.03982838794152636
0.3,0.6,500,50,1.0,0.4463623188405797,0.6126768479709657,0.0796130513564524
0.3,0.6,500,75,1.0,0.46266666666666667,0.6296176849118025,0.06631224745036553
0.3,0.6,500,100,1.0,0.429695652173913,0.5939085195252178,0.1013436680897735
0.3,0.6,750,50,1.0,0.7320144927536232,0.8415103460391098,0.06541261856628401
0.3,0.6,750,75,1.0,0.6990144927536233,0.82140712945591,0.04119318015182574
0.3,0.6,750,100,1.0,0.724768115942029,0.8374071834763838,0.058468954098731214
0.3,0.6,1000,50,1.0,0.8835797101449275,0.9367037411526795,0.0395171657146861
0.3,0.6,1000,75,1.0,0.8828840579710144,0.9368846436092525,0.03139746809906377
0.3,0.6,1000,100,1.0,0.8498840579710144,0.9176991349286597,0.03492060123114572
0.4,0.4,500,50,1.0,0.5214202898550725,0.6834590246354952,0.05204661767881651
0.4,0.4,500,75,1.0,0.5043913043478261,0.6685383897148603,0.052276746183699804
0.4,0.4,500,100,1.0,0.5130869565217391,0.6758399770164477,0.05654143178494292
0.4,0.4,750,50,1.0,0.7831594202898551,0.8751790844814101,0.061000667194192476
0.4,0.4,750,75,1.0,0.808159420289855,0.8922605849435119,0.042676276124148364
0.4,0.4,750,100,1.0,0.808159420289855,0.8922605849435119,0.042676276124148364
0.4,0.4,1000,50,1.0,0.9329420289855073,0.9647984727487833,0.022898361683484605
0.4,0.4,1000,75,1.0,0.9416376811594203,0.9694449373952481,0.02270270753519078
0.4,0.4,1000,100,1.0,0.9416376811594203,0.9694449373952481,0.02270270753519078
0.4,0.5,500,50,1.0,0.4456376811594203,0.6137989937989937,0.06263325972350572
0.4,0.5,500,75,1.0,0.47172463768115935,0.6370313170313171,0.07564606496180859
0.4,0.5,500,100,1.0,0.4543333333333333,0.6219986372927548,0.0637570215423266
0.4,0.5,750,50,1.0,0.7424637681159421,0.8475892324729534,0.07357695342051172
0.4,0.5,750,75,1.0,0.749768115942029,0.8541513695228954,0.0573357129512766
0.4,0.5,750,100,1.0,0.7254347826086956,0.8375099262620533,0.06224755649959436
0.4,0.5,1000,50,1.0,0.8582173913043478,0.9227731307003297,0.03126690884616638
0.4,0.5,1000,75,1.0,0.866550724637681,0.9276216155488146,0.030642694427296183
0.4,0.5,1000,100,1.0,0.8589130434782609,0.922386657270378,0.04214096577837139
0.4,0.6,500,50,1.0,0.4456376811594203,0.6137989937989937,0.06263325972350572
0.4,0.6,500,75,1.0,0.4470579710144927,0.612900432900433,0.08312853654076839
0.4,0.6,500,100,1.0,0.4463623188405797,0.6126768479709657,0.0796130513564524
0.4,0.6,750,50,1.0,0.6834057971014492,0.8065870521684475,0.07900675538152004
0.4,0.6,750,75,1.0,0.741072463768116,0.8485416134253343,0.056081584676032775
0.4,0.6,750,100,1.0,0.7421014492753624,0.8465734265734266,0.07859573679929535
0.4,0.6,1000,50,1.0,0.8495217391304347,0.9176790000248038,0.03170838472505323
0.4,0.6,1000,75,1.0,0.8748840579710144,0.932259296708235,0.032832686759155
0.4,0.6,1000,100,1.0,0.8582173913043478,0.9227731307003297,0.03126690884616638
0.5,0.4,500,50,1.0,0.5127246376811594,0.6761574373339079,0.04853902942745527
0.5,0.4,500,75,1.0,0.5130869565217392,0.6754452966217672,0.06054137519668967
0.5,0.4,500,100,1.0,0.5127246376811594,0.6761574373339079,0.04853902942745527
0.5,0.4,750,50,1.0,0.8168550724637681,0.8973547156190378,0.04530377386846234
0.5,0.4,750,75,1.0,0.8078260869565217,0.8922370942223466,0.040219418545207455
0.5,0.4,750,100,1.0,0.7998260869565217,0.8871865891718416,0.041874243743246255
0.5,0.4,1000,50,1.0,0.9416376811594203,0.9694449373952481,0.02270270753519078
0.5,0.4,1000,75,1.0,0.9416376811594203,0.9694449373952481,0.02270270753519078
0.5,0.4,1000,100,1.0,0.9416376811594203,0.9694449373952481,0.02270270753519078
0.5,0.5,500,50,1.0,0.4289710144927536,0.5976441682324035,0.06283822666859477
0.5,0.5,500,75,1.0,0.4626666666666666,0.6287196287196287,0.07438017564052617
0.5,0.5,500,100,1.0,0.4539710144927536,0.6214180414180414,0.06618329500741328
0.5,0.5,750,50,1.0,0.7164057971014494,0.8318438849862559,0.05757509604274851
0.5,0.5,750,75,1.0,0.716072463768116,0.8323130528008578,0.05076110800287332
0.5,0.5,750,100,1.0,0.7157101449275363,0.8317536500179722,0.05335523409036575
0.5,0.5,1000,50,1.0,0.8408260869565216,0.9130325353783391,0.023092996870599427
0.5,0.5,1000,75,1.0,0.8668840579710144,0.9274283788338389,0.03683743301966751
0.5,0.5,1000,100,1.0,0.858550724637681,0.9227906976744185,0.034251676744369165
0.5,0.6,500,50,1.0,0.4543333333333333,0.6211005811005811,0.07201645295736389
0.5,0.6,500,75,1.0,0.446,0.6130333542098249,0.0729804909010679
0.5,0.6,500,100,1.0,0.446,0.6139314104019986,0.0649556002025628
0.5,0.6,750,50,1.0,0.7150144927536232,0.8327514289454164,0.035822457604302894
0.5,0.6,750,75,1.0,0.7084057971014494,0.8257463240106462,0.06395237558991079
0.5,0.6,750,100,1.0,0.7421014492753624,0.8465734265734266,0.07859573679929535
0.5,0.6,1000,50,1.0,0.8495217391304347,0.9181266660538652,0.023512205927232962
0.5,0.6,1000,75,1.0,0.8668840579710144,0.9274283788338389,0.03683743301966751
0.5,0.6,1000,100,1.0,0.8502173913043478,0.9179422128259336,0.03413175885585183
