debit_adjustment,probability_threshold,batch_size,precision,recall,f1,std_dev
0.1,0.4,200,0.8,0.1087936507936508,0.1853846153846154,0.1389819280746995
0.1,0.5,200,0.4,0.061111111111111116,0.10105263157894737,0.15493363783557135
0.1,0.6,200,0.4,0.04861111111111111,0.08421052631578947,0.12275688199674317
0.1,0.7,200,0.4,0.03611111111111111,0.0654970760233918,0.08833313491695535
0.1,0.8,200,0.2,0.025,0.04444444444444444,0.08888888888888888
0.2,0.4,200,1.0,0.16556709956709956,0.27305268000920174,0.13848032165648033
0.2,0.5,200,0.4,0.07222222222222222,0.12000000000000002,0.16
0.2,0.6,200,0.4,0.03611111111111111,0.0654970760233918,0.08833313491695535
0.2,0.7,200,0.4,0.03611111111111111,0.0654970760233918,0.08833313491695535
0.2,0.8,200,0.6,0.06468253968253967,0.1154970760233918,0.10608032391503079
0.3,0.4,200,0.8,0.14536507936507936,0.23851851851851852,0.16433095850503168
0.3,0.5,200,0.8,0.07268253968253968,0.13088169140800718,0.0929840013051326
0.3,0.6,200,0.6,0.0702020202020202,0.11844393592677345,0.14730712086916375
0.3,0.7,200,0.6,0.0577020202020202,0.10160183066361554,0.11554228732520469
0.3,0.8,200,0.6,0.06468253968253967,0.1154970760233918,0.10608032391503079
0.4,0.4,200,1.0,0.6207669552669552,0.7531997180777669,0.12903863873830662
0.4,0.5,200,0.8,0.0837936507936508,0.14982905982905984,0.0954527526752334
0.4,0.6,200,1.0,0.10677344877344877,0.18382855131138884,0.12497539554651083
0.4,0.7,200,0.6,0.07718253968253967,0.13421052631578947,0.12902790181190804
0.4,0.8,200,0.6,0.07718253968253967,0.13421052631578947,0.12902790181190804
0.5,0.4,200,1.0,0.6207669552669552,0.7531997180777669,0.12903863873830662
0.5,0.5,200,1.0,0.5730844155844156,0.7196296296296296,0.10992951975756532
0.5,0.6,200,0.8,0.1087936507936508,0.1853846153846154,0.1389819280746995
0.5,0.7,200,0.8,0.09629365079365079,0.1685425101214575,0.11498457536805212
0.5,0.8,200,0.8,0.08627344877344878,0.15160183066361554,0.11484701604298914
